Content,Video title,Video publish time,Duration,Comments added,Average view duration,Shares,Likes,Views,Watch time (hours),Subscribers,Estimated revenue (USD),Impressions,Impressions click-through rate (%)
b78_tqkBuLM,Three.js Beginner Tutorial: Animating Stuff,"Oct 2, 2024",1044,0,0:03:45,0,0,28,1.7545,0,0.009,504,1.79
ddigQi1mpvE,JavaScript Lighting FX: Fireflies,"Jan 21, 2022",1272,0,0:00:50,0,0,1,0.014,0,0.002,92,1.09
eEWEpCkTL2k,After 2001: Traveling Effect,"Aug 30, 2021",331,0,0:00:36,0,0,3,0.0302,0,0,78,1.28
f4zncVufL_I,Create a 3D Globe with Three.js,"Nov 5, 2024",1072,0,0:02:09,0,4,183,6.5981,2,0.306,1146,6.2
fvymtcRlsDU,Learn Code Art: Cuboid Branches with Three.js,"Aug 13, 2023",1281,0,0:00:21,0,0,2,0.012,0,0.001,72,1.39
gsz3dgT-g3Q,Transition Effect with THREE.js,"Jul 3, 2023",513,0,0:00:37,0,0,39,0.4113,1,0.034,169,4.14
gvMNixP1S5o,Curl Noise Particle Effects: Part 2,"May 1, 2023",423,0,0:00:14,0,0,5,0.0203,0,0.005,75,4
gweQSqT66d4,Intro to Shaders in THREE.js,"Feb 20, 2023",716,0,0:04:49,0,0,7,0.5623,0,0.042,160,3.75
h1UQdbuF204,Learn Three.js: Simple Particle Effects,"Jun 4, 2024",709,0,0:01:21,1,1,136,3.0612,1,0.554,514,5.06
hTH2Tpd0ORk,Swirling Rainbows with THREE.js,"Mar 13, 2023",1425,0,0:00:05,0,0,5,0.0075,0,0.004,67,1.49
j2jl6jFjFRQ,Three.js Tutorial : Fragmented Sculpture Art,"Jul 30, 2024",752,0,0:00:25,0,0,4,0.0287,0,0.007,198,1.52
jPbOKwXqdn8,Learn Three.js: Metaballs With Physics,"Jun 11, 2024",464,0,0:00:49,0,2,29,0.3973,0,0.006,201,1.49
kduBV0OhrII,How To Install Three.js,"Jun 18, 2024",432,0,0:02:31,2,4,207,8.7397,4,0.175,836,10.17
npzvE952Ycs,Is Three.js Worth Learning?,"May 25, 2024",54,0,0:00:39,3,68,974,10.7298,8,,15421,3.92
rmNMltWCdjQ,Three.js Project: Interactive Exploding Model,"Jul 17, 2024",1008,0,0:00:30,0,0,16,0.1374,0,0.126,215,3.26
rmVDXZywIA4,"Learn Three.js: Shadows, Color & RayCasting","May 14, 2024",1417,0,0:05:19,0,0,7,0.6211,0,0.009,156,3.85
tBSzJstOGnM,Three.js Project: Vertex Earth,"Aug 13, 2024",1378,0,0:02:21,3,2,53,2.0878,0,0.083,555,6.49
teKjrG4TqrI,X - Three.js Project: Realistic Rendering with Environment Maps,"Oct 15, 2024",603,0,0:10:02,0,0,1,0.1674,0,,26,3.85
tgwS1xxzc9s,Picking Objects in THREE.js,"Sep 13, 2023",1223,0,0:05:00,0,1,8,0.6673,0,0.019,159,1.26
tt8qKQzqV_o,THREE.js Random Code Art,"May 26, 2023",654,0,0:02:37,0,0,5,0.2187,0,0.005,163,1.23
vvccfr-p79o,Improved Noise with React-Three-Fiber,"Nov 26, 2024",1009,0,0:02:11,0,0,25,0.9158,0,0.029,493,2.23
w2ljEVh3i5w,Noise Grid with THREE.js,"Feb 14, 2022",1284,0,0:01:18,0,0,10,0.2189,0,0,134,4.48
w_ku0HjutZI,Fly Thru a Wireframe Wormhole,"Mar 13, 2024",1304,0,0:04:33,0,0,23,1.7475,0,0.02,238,2.52
wtj0NZ1RRlk,I Built a Three.js Website in a Day,"Feb 21, 2024",1521,0,0:01:33,0,0,3,0.0782,0,0.002,96,2.08
wuiOMMAPb4s,Create a Simple Game with Three.js - Part 1,"Apr 16, 2024",540,0,0:00:34,0,0,9,0.0857,0,0.033,133,4.51
xH98Hb1rMhE,Animation in Three.js with Tween.js,"Apr 3, 2024",1049,0,0:01:57,0,0,25,0.815,1,0.009,226,3.1
yCWmaI5E5ZI,Three.js Tutorial: Dynamic 3D Art,"Jul 23, 2024",1556,0,0:02:23,0,0,9,0.3575,0,0.015,167,0.6
ylyLefnMc1c,Three.js Tutorial: How to Load a Model,"Oct 29, 2024",875,0,0:02:22,0,4,37,1.4691,0,0.052,540,2.96
zk2zJ3O7ZcY,Learn Three.js Basics,"Oct 31, 2024",37,0,0:00:15,0,1,13,0.0546,0,,356,2.25
zsDsH8q41UE,Three.js Tutorial: Improved Noise,"Apr 10, 2024",1081,0,0:03:11,0,2,5,0.2661,1,0.01,105,0
zuBVpg6TX38,JavaScript + Three.js – Orbit Trails,"Jan 2, 2022",1351,0,0:00:19,0,0,17,0.0916,0,0.016,113,1.77
2f2R_Ki9Gq4,Overview of Code Art,"Apr 17, 2021",446,,,,,,,,,45,0
4T428AY50S8,Expanding Rainbow Shader,"Mar 31, 2023",1255,,0:00:04,,,2,0.0028,,,70,2.86
66nWhVoH1wY,My Aikido Story,"Sep 20, 2019",216,,,,,,,,,6,0
NydMWj2YT4g,JavaScript Animation for Beginners,"May 22, 2020",814,,0:00:28,,,1,0.0078,,,31,0
cAA0l2k-5m4,JavaScript Particle Effects,"Apr 10, 2022",1125,,,,,,,,,84,0
vFqpFVcswcs,Code Art with Sprites!,"Jul 18, 2023",1420,,0:00:03,,,1,0.001,,,70,0
